Algo,Weight,Country,Outcome,Group,Rep,Fold,Predictor_Set,Min_Obs
SL.glmnet_All,0.41683276511664324,UK,poverty,all,2,3,predictors017,1
SL.ranger.fast_All,0.5831672348833566,UK,poverty,all,2,3,predictors017,1
SL.xgboost.fast_All,0,UK,poverty,all,2,3,predictors017,1
SL.glmnet_All,0.7218520019691381,UK,poverty,all,2,4,predictors017,1
SL.ranger.fast_All,0.24335168436211746,UK,poverty,all,2,4,predictors017,1
SL.xgboost.fast_All,0.034796313668744465,UK,poverty,all,2,4,predictors017,1
SL.glmnet_All,0.6385612644615856,UK,poverty,all,2,5,predictors017,1
SL.ranger.fast_All,0.36143873553841444,UK,poverty,all,2,5,predictors017,1
SL.xgboost.fast_All,0,UK,poverty,all,2,5,predictors017,1
SL.glmnet_All,0.6104526819810203,UK,poverty,all,3,1,predictors017,1
SL.ranger.fast_All,0.38954731801897974,UK,poverty,all,3,1,predictors017,1
SL.xgboost.fast_All,0,UK,poverty,all,3,1,predictors017,1
SL.glmnet_All,0.6151122594395011,UK,poverty,all,3,2,predictors017,1
SL.ranger.fast_All,0.384887740560499,UK,poverty,all,3,2,predictors017,1
SL.xgboost.fast_All,0,UK,poverty,all,3,2,predictors017,1
SL.glmnet_All,0.5698959622627072,UK,poverty,all,3,3,predictors017,1
SL.ranger.fast_All,0.43010403773729283,UK,poverty,all,3,3,predictors017,1
SL.xgboost.fast_All,0,UK,poverty,all,3,3,predictors017,1
SL.glmnet_All,0.31450606893805116,UK,poverty,all,3,4,predictors017,1
SL.ranger.fast_All,0.6682052366449311,UK,poverty,all,3,4,predictors017,1
SL.xgboost.fast_All,0.017288694417017563,UK,poverty,all,3,4,predictors017,1
SL.glmnet_All,0.7711710047803739,UK,poverty,all,3,5,predictors017,1
SL.ranger.fast_All,0.2029310310660264,UK,poverty,all,3,5,predictors017,1
SL.xgboost.fast_All,0.02589796415359974,UK,poverty,all,3,5,predictors017,1
